run_id,phase,variant,scenario_id,category,repetition,model,env_config,outcome,correctness,duration_seconds,holmes_duration_seconds,llm_calls,tool_calls,total_tokens,prompt_tokens,completion_tokens,cached_tokens,cost,error_type,error_message,nodeid
rq1-direct-20260916-153841,formal,direct_llm,80_pvc_storage_class_mismatch,storage,2,qwen-plus,no_tools,passed,0,7.946863999997731,,1,0,426,81,345,,,,,direct::80_pvc_storage_class_mismatch::2
rq1-direct-20260916-153841,formal,direct_llm,176_network_policy_blocking_traffic_no_skills,network,2,qwen-plus,no_tools,passed,0,13.83979645799991,,1,0,697,85,612,,,,,direct::176_network_policy_blocking_traffic_no_skills::2
rq1-direct-20260916-153841,formal,direct_llm,09_crashpod,configuration,3,qwen-plus,no_tools,passed,0,6.710710999999719,,1,0,356,77,279,,,,,direct::09_crashpod::3
rq1-direct-20260916-153841,formal,direct_llm,10_image_pull_backoff,image,3,qwen-plus,no_tools,passed,0,7.054685416005668,,1,0,379,79,300,,,,,direct::10_image_pull_backoff::3
rq1-direct-20260916-153841,formal,direct_llm,15_failed_readiness_probe,probe,3,qwen-plus,no_tools,passed,1,5.2599348750009085,,1,0,299,77,222,,,,,direct::15_failed_readiness_probe::3
rq1-direct-20260916-153841,formal,direct_llm,17_oom_kill,resource,3,qwen-plus,no_tools,passed,1,8.0694172920048,,1,0,436,84,352,,,,,direct::17_oom_kill::3
rq1-direct-20260916-153841,formal,direct_llm,80_pvc_storage_class_mismatch,storage,3,qwen-plus,no_tools,passed,0,7.086364416005381,,1,0,379,81,298,,,,,direct::80_pvc_storage_class_mismatch::3
rq1-direct-20260916-153841,formal,direct_llm,176_network_policy_blocking_traffic_no_skills,network,3,qwen-plus,no_tools,passed,0,9.20716241599439,,1,0,486,85,401,,,,,direct::176_network_policy_blocking_traffic_no_skills::3
rq1-direct-20260916-153841,formal,direct_llm,09_crashpod,configuration,4,qwen-plus,no_tools,passed,0,6.208958666997205,,1,0,341,77,264,,,,,direct::09_crashpod::4
rq1-direct-20260916-153841,formal,direct_llm,10_image_pull_backoff,image,4,qwen-plus,no_tools,passed,0,5.869964708996122,,1,0,327,79,248,,,,,direct::10_image_pull_backoff::4
rq1-direct-20260916-153841,formal,direct_llm,15_failed_readiness_probe,probe,4,qwen-plus,no_tools,passed,1,5.160134666002705,,1,0,295,77,218,,,,,direct::15_failed_readiness_probe::4
rq1-direct-20260916-153841,formal,direct_llm,17_oom_kill,resource,4,qwen-plus,no_tools,passed,1,8.121579332997499,,1,0,436,84,352,,,,,direct::17_oom_kill::4
rq1-direct-20260916-153841,formal,direct_llm,80_pvc_storage_class_mismatch,storage,4,qwen-plus,no_tools,passed,0,6.6652334589962265,,1,0,361,81,280,,,,,direct::80_pvc_storage_class_mismatch::4
rq1-direct-20260916-153841,formal,direct_llm,176_network_policy_blocking_traffic_no_skills,network,4,qwen-plus,no_tools,passed,0,9.194043582996528,,1,0,486,85,401,,,,,direct::176_network_policy_blocking_traffic_no_skills::4
rq1-direct-20260916-153841,formal,direct_llm,09_crashpod,configuration,5,qwen-plus,no_tools,passed,0,6.523369541995635,,1,0,345,77,268,,,,,direct::09_crashpod::5
rq1-direct-20260916-153841,formal,direct_llm,10_image_pull_backoff,image,5,qwen-plus,no_tools,passed,0,6.757358041999396,,1,0,367,79,288,,,,,direct::10_image_pull_backoff::5
rq1-direct-20260916-153841,formal,direct_llm,15_failed_readiness_probe,probe,5,qwen-plus,no_tools,passed,1,5.321257499999774,,1,0,295,77,218,,,,,direct::15_failed_readiness_probe::5
rq1-direct-20260916-153841,formal,direct_llm,17_oom_kill,resource,5,qwen-plus,no_tools,passed,1,6.247348874996533,,1,0,346,84,262,,,,,direct::17_oom_kill::5
rq1-direct-20260916-153841,formal,direct_llm,80_pvc_storage_class_mismatch,storage,5,qwen-plus,no_tools,passed,0,6.484942875002162,,1,0,361,81,280,,,,,direct::80_pvc_storage_class_mismatch::5
rq1-direct-20260916-153841,formal,direct_llm,176_network_policy_blocking_traffic_no_skills,network,5,qwen-plus,no_tools,passed,0,9.179929124999035,,1,0,486,85,401,,,,,direct::176_network_policy_blocking_traffic_no_skills::5
rq1-direct-20260916-153841,formal,direct_llm,09_crashpod,configuration,6,qwen-plus,no_tools,passed,0,5.9563162499980535,,1,0,330,77,253,,,,,direct::09_crashpod::6
rq1-direct-20260916-153841,formal,direct_llm,10_image_pull_backoff,image,6,qwen-plus,no_tools,passed,0,6.528815083001973,,1,0,358,79,279,,,,,direct::10_image_pull_backoff::6
rq1-direct-20260916-153841,formal,direct_llm,15_failed_readiness_probe,probe,6,qwen-plus,no_tools,passed,1,5.130262290993414,,1,0,295,77,218,,,,,direct::15_failed_readiness_probe::6
rq1-direct-20260916-153841,formal,direct_llm,17_oom_kill,resource,6,qwen-plus,no_tools,passed,1,7.256648916998529,,1,0,394,84,310,,,,,direct::17_oom_kill::6
rq1-direct-20260916-153841,formal,direct_llm,80_pvc_storage_class_mismatch,storage,6,qwen-plus,no_tools,passed,0,8.394850124997902,,1,0,447,81,366,,,,,direct::80_pvc_storage_class_mismatch::6
rq1-direct-20260916-153841,formal,direct_llm,176_network_policy_blocking_traffic_no_skills,network,6,qwen-plus,no_tools,passed,0,9.213527874999272,,1,0,486,85,401,,,,,direct::176_network_policy_blocking_traffic_no_skills::6
rq1-direct-20260916-153841,formal,direct_llm,09_crashpod,configuration,7,qwen-plus,no_tools,passed,0,6.554102124995552,,1,0,356,77,279,,,,,direct::09_crashpod::7
rq1-direct-20260916-153841,formal,direct_llm,10_image_pull_backoff,image,7,qwen-plus,no_tools,passed,0,6.042116917000385,,1,0,336,79,257,,,,,direct::10_image_pull_backoff::7
rq1-direct-20260916-153841,formal,direct_llm,15_failed_readiness_probe,probe,7,qwen-plus,no_tools,passed,1,5.848487082999782,,1,0,322,77,245,,,,,direct::15_failed_readiness_probe::7
rq1-direct-20260916-153841,formal,direct_llm,17_oom_kill,resource,7,qwen-plus,no_tools,passed,1,6.493470291999984,,1,0,359,84,275,,,,,direct::17_oom_kill::7
rq1-direct-20260916-153841,formal,direct_llm,80_pvc_storage_class_mismatch,storage,7,qwen-plus,no_tools,passed,0,6.550776832998963,,1,0,361,81,280,,,,,direct::80_pvc_storage_class_mismatch::7
rq1-direct-20260916-153841,formal,direct_llm,176_network_policy_blocking_traffic_no_skills,network,7,qwen-plus,no_tools,passed,0,9.148955750002642,,1,0,486,85,401,,,,,direct::176_network_policy_blocking_traffic_no_skills::7
rq1-direct-20260916-153841,formal,direct_llm,09_crashpod,configuration,8,qwen-plus,no_tools,passed,0,6.041915041998436,,1,0,333,77,256,,,,,direct::09_crashpod::8
rq1-direct-20260916-153841,formal,direct_llm,10_image_pull_backoff,image,8,qwen-plus,no_tools,passed,0,6.857781834005436,,1,0,367,79,288,,,,,direct::10_image_pull_backoff::8
rq1-direct-20260916-153841,formal,direct_llm,15_failed_readiness_probe,probe,8,qwen-plus,no_tools,passed,1,5.343928832997335,,1,0,300,77,223,,,,,direct::15_failed_readiness_probe::8
rq1-direct-20260916-153841,formal,direct_llm,17_oom_kill,resource,8,qwen-plus,no_tools,passed,1,6.384830041999521,,1,0,359,84,275,,,,,direct::17_oom_kill::8
rq1-direct-20260916-153841,formal,direct_llm,80_pvc_storage_class_mismatch,storage,8,qwen-plus,no_tools,passed,0,7.367982833005954,,1,0,396,81,315,,,,,direct::80_pvc_storage_class_mismatch::8
rq1-direct-20260916-153841,formal,direct_llm,176_network_policy_blocking_traffic_no_skills,network,8,qwen-plus,no_tools,passed,0,9.502933333002147,,1,0,502,85,417,,,,,direct::176_network_policy_blocking_traffic_no_skills::8
rq1-direct-20260916-153841,formal,direct_llm,09_crashpod,configuration,9,qwen-plus,no_tools,passed,0,6.2013660419979715,,1,0,337,77,260,,,,,direct::09_crashpod::9
rq1-direct-20260916-153841,formal,direct_llm,10_image_pull_backoff,image,9,qwen-plus,no_tools,passed,0,6.9574088329973165,,1,0,373,79,294,,,,,direct::10_image_pull_backoff::9
rq1-direct-20260916-153841,formal,direct_llm,15_failed_readiness_probe,probe,9,qwen-plus,no_tools,passed,1,5.317909582998254,,1,0,300,77,223,,,,,direct::15_failed_readiness_probe::9
rq1-direct-20260916-153841,formal,direct_llm,17_oom_kill,resource,9,qwen-plus,no_tools,passed,0,8.297663750003267,,1,0,422,84,338,,,,,direct::17_oom_kill::9
rq1-direct-20260916-153841,formal,direct_llm,80_pvc_storage_class_mismatch,storage,9,qwen-plus,no_tools,passed,0,7.903406333003659,,1,0,426,81,345,,,,,direct::80_pvc_storage_class_mismatch::9
rq1-direct-20260916-153841,formal,direct_llm,176_network_policy_blocking_traffic_no_skills,network,9,qwen-plus,no_tools,passed,0,13.493528166000033,,1,0,670,85,585,,,,,direct::176_network_policy_blocking_traffic_no_skills::9
rq1-direct-20260916-153841,formal,direct_llm,09_crashpod,configuration,10,qwen-plus,no_tools,passed,0,6.652094124998257,,1,0,356,77,279,,,,,direct::09_crashpod::10
rq1-direct-20260916-153841,formal,direct_llm,10_image_pull_backoff,image,10,qwen-plus,no_tools,passed,0,6.7549764170034905,,1,0,336,79,257,,,,,direct::10_image_pull_backoff::10
rq1-direct-20260916-153841,formal,direct_llm,15_failed_readiness_probe,probe,10,qwen-plus,no_tools,passed,1,5.220073583004705,,1,0,295,77,218,,,,,direct::15_failed_readiness_probe::10
rq1-direct-20260916-153841,formal,direct_llm,17_oom_kill,resource,10,qwen-plus,no_tools,passed,1,6.026567375003651,,1,0,342,84,258,,,,,direct::17_oom_kill::10
rq1-direct-20260916-153841,formal,direct_llm,80_pvc_storage_class_mismatch,storage,10,qwen-plus,no_tools,passed,0,7.690940959000727,,1,0,413,81,332,,,,,direct::80_pvc_storage_class_mismatch::10
rq1-direct-20260916-153841,formal,direct_llm,176_network_policy_blocking_traffic_no_skills,network,10,qwen-plus,no_tools,passed,0,9.196306334000838,,1,0,486,85,401,,,,,direct::176_network_policy_blocking_traffic_no_skills::10
